,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
231,1,Huskies,Huskies_D2,Huskies_D1,1H,1841.354526,Simple pass,24,66,29.0,87.0,D,2,0,"(2, 0)",62,D,"('D', 'D')",1478
232,1,Huskies,Huskies_D1,Huskies_M1,1H,1846.845569,Simple pass,49,89,60.0,96.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
233,1,Huskies,Huskies_M1,Huskies_D1,1H,1848.000515,Simple pass,60,96,59.0,88.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
234,1,Huskies,Huskies_D1,Huskies_M1,1H,1851.737334,Simple pass,59,88,59.0,96.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
235,1,Huskies,Huskies_M1,Huskies_F1,1H,1855.7686350000001,Simple pass,59,96,65.0,97.0,M,17,10,"(17, 10)",34,F,"('M', 'F')",849
236,1,Huskies,Huskies_F1,Huskies_M1,1H,1857.8276870000002,Simple pass,65,97,35.0,98.0,F,10,17,"(10, 17)",30,M,"('F', 'M')",699
237,1,Huskies,Huskies_M1,Huskies_D1,1H,1860.404204,Simple pass,35,98,42.0,75.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
238,1,Huskies,Huskies_D1,Huskies_D2,1H,1863.162182,Simple pass,42,75,36.0,49.0,D,0,2,"(0, 2)",59,D,"('D', 'D')",1478
239,1,Huskies,Huskies_D2,Huskies_D3,1H,1867.0267489999999,Simple pass,36,49,43.0,7.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
240,1,Huskies,Huskies_D3,Huskies_F2,1H,1871.077439,Simple pass,43,7,62.0,15.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
241,1,Huskies,Huskies_F2,Huskies_D3,1H,1877.423511,Simple pass,62,15,46.0,15.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
242,1,Huskies,Huskies_D3,Huskies_M1,1H,1880.031284,Simple pass,46,15,52.0,50.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
243,1,Huskies,Huskies_M3,Huskies_D1,1H,1888.7192929999999,Simple pass,58,56,58.0,90.0,M,23,0,"(23, 0)",74,D,"('M', 'D')",1668
244,1,Huskies,Huskies_D1,Huskies_M3,1H,1893.355778,Simple pass,58,90,59.0,71.0,D,0,23,"(0, 23)",51,M,"('D', 'M')",1520
245,1,Huskies,Huskies_M3,Huskies_D1,1H,1897.04089,Simple pass,59,71,59.0,97.0,M,23,0,"(23, 0)",74,D,"('M', 'D')",1668
251,1,Huskies,Huskies_M1,Huskies_M3,1H,2118.7642739999997,Simple pass,39,96,43.0,88.0,M,17,23,"(17, 23)",143,M,"('M', 'M')",1301
252,1,Huskies,Huskies_M3,Huskies_M1,1H,2119.149915,Simple pass,43,88,38.0,91.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
253,1,Huskies,Huskies_M1,Huskies_D2,1H,2120.051016,Simple pass,38,91,27.0,57.0,M,17,2,"(17, 2)",63,D,"('M', 'D')",1668
254,1,Huskies,Huskies_D2,Huskies_D1,1H,2121.197577,Simple pass,27,57,27.0,90.0,D,2,0,"(2, 0)",62,D,"('D', 'D')",1478
255,1,Huskies,Huskies_D1,Huskies_D3,1H,2123.417423,High pass,27,90,31.0,13.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
256,1,Huskies,Huskies_M2,Huskies_M3,1H,2156.892131,Simple pass,42,18,44.0,23.0,M,22,23,"(22, 23)",12,M,"('M', 'M')",1301
261,1,Huskies,Huskies_D2,Huskies_F1,1H,2179.7071539999997,Head pass,34,95,26.0,99.0,D,2,10,"(2, 10)",13,F,"('D', 'F')",999
262,1,Huskies,Huskies_F1,Huskies_D1,1H,2183.016682,Simple pass,26,99,27.0,90.0,F,10,0,"(10, 0)",5,D,"('F', 'D')",655
263,1,Huskies,Huskies_D1,Huskies_D2,1H,2184.710294,Simple pass,27,90,19.0,73.0,D,0,2,"(0, 2)",59,D,"('D', 'D')",1478
264,1,Huskies,Huskies_D2,Huskies_D3,1H,2187.707719,Simple pass,19,73,20.0,24.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
265,1,Huskies,Huskies_D3,Huskies_M3,1H,2190.098122,Simple pass,20,24,33.0,53.0,D,3,23,"(3, 23)",54,M,"('D', 'M')",1520
266,1,Huskies,Huskies_M3,Huskies_M2,1H,2198.159963,Simple pass,59,28,55.0,12.0,M,23,22,"(23, 22)",7,M,"('M', 'M')",1301
270,1,Huskies,Huskies_D1,Huskies_M2,1H,2218.9205699999998,Simple pass,4,72,21.0,69.0,D,0,22,"(0, 22)",3,M,"('D', 'M')",1520
271,1,Huskies,Huskies_M2,Huskies_M3,1H,2223.951002,Simple pass,44,65,36.0,54.0,M,22,23,"(22, 23)",12,M,"('M', 'M')",1301
272,1,Huskies,Huskies_M3,Huskies_F2,1H,2226.609406,Simple pass,36,54,44.0,52.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
273,1,Huskies,Huskies_D2,Huskies_D3,1H,2259.099422,Simple pass,47,56,59.0,27.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
274,1,Huskies,Huskies_D3,Huskies_D2,1H,2263.265102,Simple pass,59,27,45.0,54.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
275,1,Huskies,Huskies_D2,Huskies_D1,1H,2265.891061,Simple pass,45,54,59.0,87.0,D,2,0,"(2, 0)",62,D,"('D', 'D')",1478
276,1,Huskies,Huskies_D1,Huskies_M1,1H,2268.4801899999998,Simple pass,59,87,58.0,97.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
277,1,Huskies,Huskies_M1,Huskies_F1,1H,2270.659114,Simple pass,58,97,70.0,97.0,M,17,10,"(17, 10)",34,F,"('M', 'F')",849
278,1,Huskies,Huskies_F1,Huskies_F2,1H,2271.209893,Simple pass,70,97,64.0,86.0,F,10,11,"(10, 11)",27,F,"('F', 'F')",299
279,1,Huskies,Huskies_F2,Huskies_M1,1H,2273.203025,Simple pass,64,86,74.0,84.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
280,1,Huskies,Huskies_M1,Huskies_F3,1H,2275.340976,Simple pass,74,84,79.0,78.0,M,17,12,"(17, 12)",9,F,"('M', 'F')",849
281,1,Huskies,Huskies_F3,Huskies_F2,1H,2276.34669,Simple pass,79,78,84.0,77.0,F,12,11,"(12, 11)",11,F,"('F', 'F')",299
285,1,Huskies,Huskies_D4,Huskies_M2,1H,2300.892312,Simple pass,58,50,69.0,42.0,D,4,22,"(4, 22)",9,M,"('D', 'M')",1520
286,1,Huskies,Huskies_M2,Huskies_F3,1H,2301.7393239999997,Simple pass,69,42,75.0,19.0,M,22,12,"(22, 12)",2,F,"('M', 'F')",849
291,1,Huskies,Huskies_D4,Huskies_D3,1H,2373.696063,Simple pass,26,5,18.0,7.0,D,4,3,"(4, 3)",35,D,"('D', 'D')",1478
292,1,Huskies,Huskies_D3,Huskies_F2,1H,2375.2893010000003,High pass,18,7,55.0,16.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
293,1,Huskies,Huskies_F2,Huskies_M1,1H,2381.21504,Simple pass,48,29,50.0,79.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
300,1,Huskies,Huskies_D2,Huskies_D1,1H,2636.5241960000003,Simple pass,31,53,28.0,78.0,D,2,0,"(2, 0)",62,D,"('D', 'D')",1478
301,1,Huskies,Huskies_D1,Huskies_D2,1H,2642.004348,Simple pass,28,78,30.0,50.0,D,0,2,"(0, 2)",59,D,"('D', 'D')",1478
302,1,Huskies,Huskies_D2,Huskies_D3,1H,2644.939386,Simple pass,30,50,40.0,13.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
303,1,Huskies,Huskies_D3,Huskies_D4,1H,2646.727592,Simple pass,40,13,58.0,4.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
307,1,Huskies,Huskies_F2,Huskies_M1,1H,2694.677345,Simple pass,35,26,33.0,43.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
308,1,Huskies,Huskies_M1,Huskies_D1,1H,2696.280214,Simple pass,33,43,31.0,81.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
309,1,Huskies,Huskies_D1,Huskies_M1,1H,2702.421652,Simple pass,47,82,50.0,73.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
310,1,Huskies,Huskies_M1,Huskies_F2,1H,2705.450085,Simple pass,59,65,69.0,68.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
311,1,Huskies,Huskies_F2,Huskies_M1,1H,2706.442088,Simple pass,69,68,66.0,76.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
312,1,Huskies,Huskies_F3,Huskies_F1,1H,2710.221447,Simple pass,79,80,89.0,96.0,F,12,10,"(12, 10)",4,F,"('F', 'F')",299
313,1,Huskies,Huskies_F1,Huskies_F2,1H,2712.2408370000003,Cross,89,96,94.0,49.0,F,10,11,"(10, 11)",27,F,"('F', 'F')",299
319,1,Huskies,Huskies_F2,Huskies_D3,2H,1.6154249999999593,Simple pass,50,51,27.0,30.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
320,1,Huskies,Huskies_D3,Huskies_D1,2H,4.001623000000109,High pass,27,30,41.0,76.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
322,1,Huskies,Huskies_D1,Huskies_G1,2H,52.268391000000065,Simple pass,18,74,9.0,49.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
323,1,Huskies,Huskies_D5,Huskies_F2,2H,66.97538500000019,Simple pass,55,94,65.0,90.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
324,1,Huskies,Huskies_F2,Huskies_M1,2H,68.59471799999983,Simple pass,65,90,48.0,72.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
325,1,Huskies,Huskies_M1,Huskies_D1,2H,70.87639399999989,Simple pass,48,72,34.0,68.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
326,1,Huskies,Huskies_D1,Huskies_D3,2H,73.75321100000019,Simple pass,34,68,35.0,43.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
327,1,Huskies,Huskies_D3,Huskies_D4,2H,76.40121899999986,Simple pass,35,43,47.0,3.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
328,1,Huskies,Huskies_D4,Huskies_F1,2H,80.5011370000002,High pass,47,3,65.0,27.0,D,4,10,"(4, 10)",25,F,"('D', 'F')",999
329,1,Huskies,Huskies_F3,Huskies_M3,2H,87.39166299999987,Simple pass,57,22,47.0,27.0,F,12,23,"(12, 23)",3,M,"('F', 'M')",699
330,1,Huskies,Huskies_M3,Huskies_D4,2H,88.00631699999985,Simple pass,47,27,44.0,2.0,M,23,4,"(23, 4)",88,D,"('M', 'D')",1668
331,1,Huskies,Huskies_D4,Huskies_F3,2H,89.30386200000021,Simple pass,44,2,50.0,4.0,D,4,12,"(4, 12)",10,F,"('D', 'F')",999
336,1,Huskies,Huskies_D5,Huskies_D5,2H,162.30168300000014,Simple pass,23,84,40.0,100.0,D,5,5,"(5, 5)",6,D,"('D', 'D')",1478
337,1,Huskies,Huskies_F2,Huskies_D5,2H,177.1017729999999,Simple pass,57,97,40.0,95.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
338,1,Huskies,Huskies_D5,Huskies_M1,2H,179.4705009999998,Simple pass,40,95,37.0,80.0,D,5,17,"(5, 17)",75,M,"('D', 'M')",1520
339,1,Huskies,Huskies_M1,Huskies_D1,2H,182.3038419999998,Simple pass,37,80,24.0,62.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
340,1,Huskies,Huskies_D1,Huskies_D3,2H,185.43292699999984,Simple pass,24,62,22.0,24.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
341,1,Huskies,Huskies_D3,Huskies_G1,2H,187.652341,Simple pass,22,24,8.0,35.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
342,1,Huskies,Huskies_G1,Huskies_D3,2H,192.43122399999996,Simple pass,8,35,30.0,5.0,G,16,3,"(16, 3)",49,D,"('G', 'D')",257
348,1,Huskies,Huskies_D1,Huskies_D3,2H,302.83556400000003,Simple pass,40,77,47.0,41.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
349,1,Huskies,Huskies_D3,Huskies_D1,2H,305.53627400000005,Simple pass,47,41,49.0,68.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
350,1,Huskies,Huskies_D1,Huskies_D5,2H,308.67020300000013,Simple pass,49,68,58.0,97.0,D,0,5,"(0, 5)",57,D,"('D', 'D')",1478
351,1,Huskies,Huskies_F1,Huskies_D5,2H,330.46963099999994,Simple pass,98,85,93.0,95.0,F,10,5,"(10, 5)",17,D,"('F', 'D')",655
352,1,Huskies,Huskies_D3,Huskies_F1,2H,345.13432800000015,High pass,42,81,89.0,60.0,D,3,10,"(3, 10)",21,F,"('D', 'F')",999
353,1,Huskies,Huskies_M1,Huskies_D4,2H,389.1306559999999,Simple pass,67,64,45.0,22.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
355,1,Huskies,Huskies_D1,Huskies_D5,2H,429.094173,Simple pass,22,73,24.0,95.0,D,0,5,"(0, 5)",57,D,"('D', 'D')",1478
356,1,Huskies,Huskies_D5,Huskies_F2,2H,432.09501099999983,Simple pass,24,95,28.0,88.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
360,1,Huskies,Huskies_D3,Huskies_M2,2H,452.846524,Simple pass,18,12,41.0,12.0,D,3,22,"(3, 22)",5,M,"('D', 'M')",1520
363,1,Huskies,Huskies_F3,Huskies_M3,2H,478.974084,Simple pass,8,28,26.0,32.0,F,12,23,"(12, 23)",3,M,"('F', 'M')",699
364,1,Huskies,Huskies_M3,Huskies_M1,2H,481.97129,Simple pass,26,32,28.0,51.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
365,1,Huskies,Huskies_M1,Huskies_D1,2H,483.630588,Simple pass,28,51,19.0,67.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
368,1,Huskies,Huskies_F2,Huskies_F1,2H,504.40397200000007,Smart pass,56,68,89.0,63.0,F,11,10,"(11, 10)",30,F,"('F', 'F')",299
369,1,Huskies,Huskies_M3,Huskies_D5,2H,529.2367810000002,Simple pass,71,78,75.0,93.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
370,1,Huskies,Huskies_D5,Huskies_D5,2H,529.6513030000001,Simple pass,75,93,81.0,94.0,D,5,5,"(5, 5)",6,D,"('D', 'D')",1478
371,1,Huskies,Huskies_M1,Huskies_M2,2H,568.7282700000002,Head pass,72,68,52.0,24.0,M,17,22,"(17, 22)",10,M,"('M', 'M')",1301
372,1,Huskies,Huskies_M2,Huskies_D4,2H,571.5891849999998,Simple pass,52,24,43.0,42.0,M,22,4,"(22, 4)",12,D,"('M', 'D')",1668
373,1,Huskies,Huskies_D4,Huskies_M1,2H,575.1637599999998,Simple pass,43,42,46.0,66.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
374,1,Huskies,Huskies_M3,Huskies_M1,2H,598.946931,Simple pass,60,18,56.0,14.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
375,1,Huskies,Huskies_M1,Huskies_D4,2H,600.1352900000003,Simple pass,56,14,66.0,1.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
376,1,Huskies,Huskies_D4,Huskies_M3,2H,602.7009349999997,Simple pass,66,1,52.0,36.0,D,4,23,"(4, 23)",63,M,"('D', 'M')",1520
377,1,Huskies,Huskies_M3,Huskies_F2,2H,606.4429220000002,Simple pass,52,36,56.0,61.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
378,1,Huskies,Huskies_F2,Huskies_D5,2H,608.7824810000002,Simple pass,56,61,76.0,93.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
379,1,Huskies,Huskies_D5,Huskies_F2,2H,611.5679719999998,Simple pass,76,93,70.0,81.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
380,1,Huskies,Huskies_F2,Huskies_D4,2H,614.1992,High pass,70,81,97.0,17.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
381,1,Huskies,Huskies_D4,Huskies_M2,2H,618.09998,Simple pass,97,17,86.0,30.0,D,4,22,"(4, 22)",9,M,"('D', 'M')",1520
389,1,Huskies,Huskies_F2,Huskies_D5,2H,754.9596609999999,Simple pass,10,93,7.0,87.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
390,1,Huskies,Huskies_D1,Huskies_M1,2H,759.6437540000003,Simple pass,11,65,16.0,71.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
395,1,Huskies,Huskies_M1,Huskies_F2,2H,824.6218220000002,Simple pass,49,87,47.0,79.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
396,1,Huskies,Huskies_F2,Huskies_M1,2H,837.8795730000003,Simple pass,81,85,70.0,81.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
397,1,Huskies,Huskies_M1,Huskies_F2,2H,840.3217629999998,Simple pass,70,81,74.0,89.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
400,1,Huskies,Huskies_M1,Huskies_D1,2H,915.375191,Simple pass,80,88,48.0,82.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
401,1,Huskies,Huskies_D1,Huskies_D3,2H,918.5150480000003,Simple pass,48,82,36.0,35.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
402,1,Huskies,Huskies_D3,Huskies_D1,2H,922.742494,Simple pass,36,35,35.0,55.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
403,1,Huskies,Huskies_D1,Huskies_M1,2H,925.538962,Simple pass,35,55,55.0,87.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
404,1,Huskies,Huskies_M1,Huskies_M1,2H,930.993169,Simple pass,69,94,74.0,71.0,M,17,17,"(17, 17)",7,M,"('M', 'M')",1301
406,1,Huskies,Huskies_M4,Huskies_F3,2H,951.292096,Simple pass,73,5,72.0,12.0,M,24,12,"(24, 12)",3,F,"('M', 'F')",849
407,1,Huskies,Huskies_F3,Huskies_F2,2H,953.1073029999997,Simple pass,72,12,75.0,24.0,F,12,11,"(12, 11)",11,F,"('F', 'F')",299
408,1,Huskies,Huskies_F2,Huskies_M3,2H,953.781885,Simple pass,75,24,62.0,24.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
409,1,Huskies,Huskies_M3,Huskies_F2,2H,955.2172220000003,Simple pass,62,24,62.0,28.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
410,1,Huskies,Huskies_D5,Huskies_M1,2H,962.923698,Simple pass,76,89,72.0,71.0,D,5,17,"(5, 17)",75,M,"('D', 'M')",1520
411,1,Huskies,Huskies_M1,Huskies_F3,2H,967.082794,Simple pass,72,71,81.0,76.0,M,17,12,"(17, 12)",9,F,"('M', 'F')",849
412,1,Huskies,Huskies_D5,Huskies_F1,2H,971.5105160000003,Cross,78,94,88.0,55.0,D,5,10,"(5, 10)",42,F,"('D', 'F')",999
414,1,Huskies,Huskies_M3,Huskies_F2,2H,1020.36477,Simple pass,24,21,40.0,38.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
415,1,Huskies,Huskies_F2,Huskies_F1,2H,1021.4130100000003,Smart pass,40,38,93.0,27.0,F,11,10,"(11, 10)",30,F,"('F', 'F')",299
416,1,Huskies,Huskies_F1,Huskies_F3,2H,1031.2613620000004,Simple pass,93,27,89.0,25.0,F,10,12,"(10, 12)",4,F,"('F', 'F')",299
417,1,Huskies,Huskies_D3,Huskies_M4,2H,1037.6687300000003,Simple pass,52,12,56.0,25.0,D,3,24,"(3, 24)",30,M,"('D', 'M')",1520
418,1,Huskies,Huskies_M4,Huskies_M3,2H,1040.8180670000004,Simple pass,56,25,54.0,52.0,M,24,23,"(24, 23)",26,M,"('M', 'M')",1301
419,1,Huskies,Huskies_M3,Huskies_F2,2H,1042.8504190000003,Simple pass,54,52,63.0,66.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
420,1,Huskies,Huskies_F2,Huskies_M1,2H,1046.4491440000004,Simple pass,63,66,78.0,85.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
421,1,Huskies,Huskies_D3,Huskies_D1,2H,1055.571282,Head pass,45,43,47.0,69.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
422,1,Huskies,Huskies_D1,Huskies_F2,2H,1057.982562,Simple pass,47,69,51.0,90.0,D,0,11,"(0, 11)",49,F,"('D', 'F')",999
423,1,Huskies,Huskies_F2,Huskies_D1,2H,1060.0462120000002,Simple pass,51,90,34.0,69.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
424,1,Huskies,Huskies_D1,Huskies_M3,2H,1062.2278379999998,Simple pass,34,69,44.0,45.0,D,0,23,"(0, 23)",51,M,"('D', 'M')",1520
425,1,Huskies,Huskies_M3,Huskies_M1,2H,1065.895743,Simple pass,44,45,45.0,77.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
426,1,Huskies,Huskies_M1,Huskies_F2,2H,1068.509604,Simple pass,45,77,56.0,93.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
427,1,Huskies,Huskies_F2,Huskies_M1,2H,1071.2292530000002,Simple pass,56,93,53.0,84.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
428,1,Huskies,Huskies_M1,Huskies_M3,2H,1073.2606750000002,Simple pass,53,84,42.0,65.0,M,17,23,"(17, 23)",143,M,"('M', 'M')",1301
429,1,Huskies,Huskies_M3,Huskies_D1,2H,1074.615463,Simple pass,42,65,30.0,62.0,M,23,0,"(23, 0)",74,D,"('M', 'D')",1668
430,1,Huskies,Huskies_D1,Huskies_D3,2H,1076.887466,Simple pass,30,62,28.0,30.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
431,1,Huskies,Huskies_D3,Huskies_M1,2H,1079.4872610000002,Simple pass,28,30,43.0,43.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
432,1,Huskies,Huskies_M1,Huskies_M3,2H,1082.4343829999998,Simple pass,43,43,38.0,66.0,M,17,23,"(17, 23)",143,M,"('M', 'M')",1301
433,1,Huskies,Huskies_M3,Huskies_D5,2H,1085.0726350000002,Simple pass,38,66,50.0,94.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
434,1,Huskies,Huskies_D5,Huskies_M3,2H,1087.289312,Simple pass,50,94,50.0,78.0,D,5,23,"(5, 23)",69,M,"('D', 'M')",1520
435,1,Huskies,Huskies_M3,Huskies_M1,2H,1089.5685270000004,Simple pass,50,78,58.0,67.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
436,1,Huskies,Huskies_M1,Huskies_M3,2H,1091.1168710000004,Simple pass,58,67,45.0,60.0,M,17,23,"(17, 23)",143,M,"('M', 'M')",1301
437,1,Huskies,Huskies_M3,Huskies_D3,2H,1092.5072189999998,Simple pass,45,60,33.0,24.0,M,23,3,"(23, 3)",56,D,"('M', 'D')",1668
438,1,Huskies,Huskies_M3,Huskies_F3,2H,1102.4477690000003,Simple pass,58,16,76.0,1.0,M,23,12,"(23, 12)",4,F,"('M', 'F')",849
439,1,Huskies,Huskies_D1,Huskies_D3,2H,1171.1459169999996,Simple pass,23,24,5.0,9.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
441,1,Huskies,Huskies_G1,Huskies_D5,2H,1245.5710470000004,Hand pass,13,47,22.0,93.0,G,16,5,"(16, 5)",22,D,"('G', 'D')",257
442,1,Huskies,Huskies_D5,Huskies_F2,2H,1251.9284150000005,Simple pass,56,91,54.0,65.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
443,1,Huskies,Huskies_F2,Huskies_M3,2H,1252.9588839999994,Simple pass,54,65,46.0,72.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
444,1,Huskies,Huskies_M3,Huskies_D5,2H,1254.6631610000004,Simple pass,46,72,54.0,88.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
449,1,Huskies,Huskies_D5,Huskies_F2,2H,1318.89876,Head pass,11,73,16.0,85.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
450,1,Huskies,Huskies_M3,Huskies_M1,2H,1326.668976,Simple pass,37,56,41.0,68.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
451,1,Huskies,Huskies_M1,Huskies_M4,2H,1327.1475529999998,Simple pass,41,68,55.0,32.0,M,17,24,"(17, 24)",72,M,"('M', 'M')",1301
452,1,Huskies,Huskies_M4,Huskies_F3,2H,1329.6217720000004,Simple pass,55,32,86.0,24.0,M,24,12,"(24, 12)",3,F,"('M', 'F')",849
453,1,Huskies,Huskies_M4,Huskies_D4,2H,1336.9785279999996,Simple pass,80,26,81.0,3.0,M,24,4,"(24, 4)",28,D,"('M', 'D')",1668
454,1,Huskies,Huskies_D4,Huskies_M4,2H,1338.723962,Simple pass,81,3,79.0,25.0,D,4,24,"(4, 24)",33,M,"('D', 'M')",1520
455,1,Huskies,Huskies_M4,Huskies_F2,2H,1342.4961190000004,Simple pass,79,25,77.0,35.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
456,1,Huskies,Huskies_F2,Huskies_M3,2H,1343.918952,Simple pass,77,35,71.0,47.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
457,1,Huskies,Huskies_M3,Huskies_D5,2H,1344.9390700000004,Simple pass,71,47,85.0,89.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
458,1,Huskies,Huskies_M3,Huskies_D5,2H,1356.266718,Simple pass,64,62,73.0,93.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
459,1,Huskies,Huskies_D5,Huskies_M1,2H,1357.6483689999995,Simple pass,73,93,71.0,82.0,D,5,17,"(5, 17)",75,M,"('D', 'M')",1520
460,1,Huskies,Huskies_M1,Huskies_M4,2H,1359.699345,Simple pass,71,82,66.0,51.0,M,17,24,"(17, 24)",72,M,"('M', 'M')",1301
461,1,Huskies,Huskies_M4,Huskies_D4,2H,1361.609558,Simple pass,66,51,74.0,2.0,M,24,4,"(24, 4)",28,D,"('M', 'D')",1668
462,1,Huskies,Huskies_D4,Huskies_F3,2H,1364.821532,Simple pass,74,2,74.0,28.0,D,4,12,"(4, 12)",10,F,"('D', 'F')",999
463,1,Huskies,Huskies_F3,Huskies_F2,2H,1367.2867770000005,Simple pass,74,28,80.0,54.0,F,12,11,"(12, 11)",11,F,"('F', 'F')",299
464,1,Huskies,Huskies_D3,Huskies_M3,2H,1373.3016399999995,Head pass,34,28,34.0,47.0,D,3,23,"(3, 23)",54,M,"('D', 'M')",1520
465,1,Huskies,Huskies_M3,Huskies_D5,2H,1377.1956619999999,Simple pass,34,47,40.0,87.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
466,1,Huskies,Huskies_D5,Huskies_F2,2H,1379.8588989999996,Simple pass,40,87,56.0,68.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
469,1,Huskies,Huskies_M1,Huskies_D5,2H,1461.3485840000005,Simple pass,90,90,87.0,92.0,M,17,5,"(17, 5)",79,D,"('M', 'D')",1668
470,1,Huskies,Huskies_M1,Huskies_D5,2H,1605.2381079999993,Simple pass,91,89,92.0,95.0,M,17,5,"(17, 5)",79,D,"('M', 'D')",1668
