,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
491,1,Opponent1,Opponent1_F5,Opponent1_M3,2H,1757.8454869999994,Simple pass,70,31,68.0,17.0,F,F5,11,M3,17,"(11, 17)",6,M,"('F', 'M')",680
492,1,Opponent1,Opponent1_M3,Opponent1_F4,2H,1759.8688279999994,High pass,68,17,88.0,59.0,M,M3,17,F4,10,"(17, 10)",17,F,"('M', 'F')",809
495,1,Opponent1,Opponent1_M2,Opponent1_M3,2H,1906.809485,Head pass,67,65,63.0,74.0,M,M2,16,M3,17,"(16, 17)",127,M,"('M', 'M')",2615
496,1,Opponent1,Opponent1_M1,Opponent1_D2,2H,1924.300068,Simple pass,70,87,69.0,95.0,M,M1,15,D2,1,"(15, 1)",127,D,"('M', 'D')",2499
497,1,Opponent1,Opponent1_D2,Opponent1_M1,2H,1926.115473,Simple pass,69,95,68.0,77.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
499,1,Opponent1,Opponent1_D1,Opponent1_G1,2H,1939.9184710000002,Simple pass,61,52,20.0,73.0,D,D1,0,G1,13,"(0, 13)",85,G,"('D', 'G')",383
500,1,Opponent1,Opponent1_G1,Opponent1_D3,2H,1941.74158,Simple pass,20,73,35.0,77.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331
501,1,Opponent1,Opponent1_D3,Opponent1_D4,2H,1946.517076,Simple pass,35,77,38.0,29.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795
502,1,Opponent1,Opponent1_D4,Opponent1_M1,2H,1951.031806,Simple pass,38,29,47.0,64.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
503,1,Opponent1,Opponent1_M1,Opponent1_D3,2H,1953.630255,Simple pass,47,64,58.0,83.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
504,1,Opponent1,Opponent1_D3,Opponent1_F4,2H,1958.776591,High pass,58,83,89.0,30.0,D,D3,2,F4,10,"(2, 10)",7,F,"('D', 'F')",607
505,1,Opponent1,Opponent1_F4,Opponent1_M3,2H,2009.1409080000005,Head pass,75,93,74.0,84.0,F,F4,10,M3,17,"(10, 17)",15,M,"('F', 'M')",680
506,1,Opponent1,Opponent1_M1,Opponent1_F5,2H,2014.378497,Simple pass,64,80,73.0,67.0,M,M1,15,F5,11,"(15, 11)",5,F,"('M', 'F')",809
507,1,Opponent1,Opponent1_M3,Opponent1_M2,2H,2019.294202,Simple pass,74,64,82.0,76.0,M,M3,17,M2,16,"(17, 16)",138,M,"('M', 'M')",2615
508,1,Opponent1,Opponent1_M2,Opponent1_F5,2H,2022.829485,Cross,83,74,89.0,37.0,M,M2,16,F5,11,"(16, 11)",8,F,"('M', 'F')",809
509,1,Opponent1,Opponent1_F5,Opponent1_M3,2H,2025.652997,Simple pass,89,40,86.0,39.0,F,F5,11,M3,17,"(11, 17)",6,M,"('F', 'M')",680
510,1,Opponent1,Opponent1_M1,Opponent1_F5,2H,2028.613623,High pass,74,32,90.0,52.0,M,M1,15,F5,11,"(15, 11)",5,F,"('M', 'F')",809
515,1,Opponent1,Opponent1_G1,Opponent1_D4,2H,2132.119925,Hand pass,14,36,18.0,26.0,G,G1,13,D4,3,"(13, 3)",45,D,"('G', 'D')",331
516,1,Opponent1,Opponent1_D4,Opponent1_G1,2H,2134.9777750000007,Simple pass,18,26,18.0,66.0,D,D4,3,G1,13,"(3, 13)",48,G,"('D', 'G')",383
517,1,Opponent1,Opponent1_G1,Opponent1_F4,2H,2141.280256,Launch,18,66,70.0,82.0,G,G1,13,F4,10,"(13, 10)",6,F,"('G', 'F')",73
518,1,Opponent1,Opponent1_D2,Opponent1_M1,2H,2146.055651,Simple pass,53,85,64.0,71.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
519,1,Opponent1,Opponent1_M1,Opponent1_D1,2H,2148.420067,Simple pass,65,70,72.0,7.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
520,1,Opponent1,Opponent1_D1,Opponent1_F4,2H,2151.271824000001,Cross,72,7,88.0,66.0,D,D1,0,F4,10,"(0, 10)",19,F,"('D', 'F')",607
521,1,Opponent1,Opponent1_D2,Opponent1_D3,2H,2176.6665120000002,Head pass,72,92,56.0,83.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795
522,1,Opponent1,Opponent1_D3,Opponent1_D4,2H,2178.788128,Simple pass,56,83,55.0,48.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795
523,1,Opponent1,Opponent1_D4,Opponent1_F5,2H,2181.954054,Simple pass,55,48,66.0,59.0,D,D4,3,F5,11,"(3, 11)",4,F,"('D', 'F')",607
524,1,Opponent1,Opponent1_F5,Opponent1_M1,2H,2185.3449960000003,Simple pass,66,59,57.0,69.0,F,F5,11,M1,15,"(11, 15)",3,M,"('F', 'M')",680
525,1,Opponent1,Opponent1_D2,Opponent1_D1,2H,2233.278526,Simple pass,30,78,27.0,55.0,D,D2,1,D1,0,"(1, 0)",103,D,"('D', 'D')",1795
526,1,Opponent1,Opponent1_D1,Opponent1_G1,2H,2235.214672,Simple pass,27,55,8.0,55.0,D,D1,0,G1,13,"(0, 13)",85,G,"('D', 'G')",383
527,1,Opponent1,Opponent1_G1,Opponent1_F5,2H,2237.802599,Simple pass,8,55,56.0,46.0,G,G1,13,F5,11,"(13, 11)",1,F,"('G', 'F')",73
528,1,Opponent1,Opponent1_D4,Opponent1_M1,2H,2247.7781720000007,Head pass,29,42,45.0,45.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
529,1,Opponent1,Opponent1_M1,Opponent1_D3,2H,2249.209318,Simple pass,45,45,31.0,71.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
530,1,Opponent1,Opponent1_D3,Opponent1_G1,2H,2253.440379,Simple pass,31,71,14.0,45.0,D,D3,2,G1,13,"(2, 13)",84,G,"('D', 'G')",383
531,1,Opponent1,Opponent1_G1,Opponent1_F4,2H,2256.752315,High pass,14,45,66.0,69.0,G,G1,13,F4,10,"(13, 10)",6,F,"('G', 'F')",73
532,1,Opponent1,Opponent1_M3,Opponent1_D3,2H,2315.1591780000003,Simple pass,23,19,27.0,60.0,M,M3,17,D3,2,"(17, 2)",123,D,"('M', 'D')",2499
533,1,Opponent1,Opponent1_D3,Opponent1_D2,2H,2317.525278,Simple pass,27,60,42.0,86.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
535,1,Opponent1,Opponent1_M1,Opponent1_D3,2H,2332.05328,Cross,79,84,25.0,66.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
538,1,Opponent1,Opponent1_M3,Opponent1_M1,2H,2399.2504310000004,Simple pass,64,69,60.0,57.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615
539,1,Opponent1,Opponent1_M1,Opponent1_F3,2H,2400.15592,Simple pass,60,57,82.0,60.0,M,M1,15,F3,9,"(15, 9)",40,F,"('M', 'F')",809
540,1,Opponent1,Opponent1_F3,Opponent1_F4,2H,2402.3284559999997,Simple pass,82,60,87.0,61.0,F,F3,9,F4,10,"(9, 10)",8,F,"('F', 'F')",169
541,1,Opponent1,Opponent1_M1,Opponent1_D1,2H,2435.886787000001,Simple pass,77,63,60.0,49.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
550,1,Opponent1,Opponent1_F4,Opponent1_D3,2H,2516.721312,Head pass,60,75,45.0,67.0,F,F4,10,D3,2,"(10, 2)",4,D,"('F', 'D')",336
554,1,Opponent1,Opponent1_D3,Opponent1_F3,2H,2677.025196,Head pass,34,83,56.0,85.0,D,D3,2,F3,9,"(2, 9)",16,F,"('D', 'F')",607
555,1,Opponent1,Opponent1_F4,Opponent1_F5,2H,2764.056502000001,Head pass,83,11,92.0,11.0,F,F4,10,F5,11,"(10, 11)",4,F,"('F', 'F')",169
556,1,Opponent1,Opponent1_D1,Opponent1_F4,2H,2770.159385,Cross,84,6,87.0,41.0,D,D1,0,F4,10,"(0, 10)",19,F,"('D', 'F')",607
557,1,Opponent1,Opponent1_M3,Opponent1_M1,2H,2774.8645460000002,Simple pass,86,30,79.0,34.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615
560,1,Opponent1,Opponent1_M3,Opponent1_F4,2H,2798.008146,High pass,15,29,52.0,40.0,M,M3,17,F4,10,"(17, 10)",17,F,"('M', 'F')",809
565,1,Opponent1,Opponent1_F5,Opponent1_M2,2H,2853.8617350000004,Simple pass,62,57,62.0,57.0,F,F5,11,M2,16,"(11, 16)",8,M,"('F', 'M')",680
566,2,Opponent2,Opponent2_F1,Opponent2_M1,1H,1.6955560000000034,Simple pass,49,48,43.0,51.0,F,F1,7,M1,15,"(7, 15)",68,M,"('F', 'M')",680
567,2,Opponent2,Opponent2_M1,Opponent2_D1,1H,4.861992999999998,High pass,43,51,78.0,80.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
568,2,Opponent2,Opponent2_D1,Opponent2_F2,1H,7.12717,Simple pass,78,80,83.0,77.0,D,D1,0,F2,8,"(0, 8)",39,F,"('D', 'F')",607
569,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,37.255054,Head pass,33,48,61.0,60.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
571,2,Opponent2,Opponent2_F1,Opponent2_F2,1H,68.094679,Simple pass,67,93,9.0,10.0,F,F1,7,F2,8,"(7, 8)",27,F,"('F', 'F')",169
572,2,Opponent2,Opponent2_F1,Opponent2_M2,1H,76.259135,Simple pass,91,79,88.0,71.0,F,F1,7,M2,16,"(7, 16)",52,M,"('F', 'M')",680
573,2,Opponent2,Opponent2_M2,Opponent2_D1,1H,77.11715500000001,Simple pass,88,71,88.0,84.0,M,M2,16,D1,0,"(16, 0)",83,D,"('M', 'D')",2499
574,2,Opponent2,Opponent2_D1,Opponent2_M2,1H,78.296032,Simple pass,88,84,73.0,79.0,D,D1,0,M2,16,"(0, 16)",88,M,"('D', 'M')",2526
575,2,Opponent2,Opponent2_M2,Opponent2_D2,1H,81.261926,Simple pass,73,79,75.0,30.0,M,M2,16,D2,1,"(16, 1)",107,D,"('M', 'D')",2499
577,2,Opponent2,Opponent2_D2,Opponent2_G1,1H,141.13452,Simple pass,6,8,10.0,51.0,D,D2,1,G1,13,"(1, 13)",76,G,"('D', 'G')",383
578,2,Opponent2,Opponent2_G1,Opponent2_D3,1H,145.446691,Simple pass,10,51,26.0,64.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331
579,2,Opponent2,Opponent2_D3,Opponent2_D2,1H,150.321506,Simple pass,26,64,39.0,28.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
580,2,Opponent2,Opponent2_D2,Opponent2_D3,1H,160.530699,Simple pass,39,28,31.0,48.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795
581,2,Opponent2,Opponent2_D3,Opponent2_D2,1H,162.63175,Simple pass,31,48,44.0,26.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
582,2,Opponent2,Opponent2_D2,Opponent2_M4,1H,165.754164,Simple pass,44,26,55.0,2.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526
585,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,208.430173,Simple pass,27,18,45.0,25.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
586,2,Opponent2,Opponent2_F1,Opponent2_D2,1H,208.817667,Simple pass,45,25,35.0,18.0,F,F1,7,D2,1,"(7, 1)",25,D,"('F', 'D')",336
587,2,Opponent2,Opponent2_D2,Opponent2_M1,1H,211.483873,Simple pass,35,18,32.0,27.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
588,2,Opponent2,Opponent2_M1,Opponent2_D2,1H,212.77190299999998,Simple pass,32,27,60.0,19.0,M,M1,15,D2,1,"(15, 1)",127,D,"('M', 'D')",2499
589,2,Opponent2,Opponent2_M3,Opponent2_D2,1H,221.338154,Simple pass,58,7,38.0,22.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499
590,2,Opponent2,Opponent2_D2,Opponent2_D3,1H,224.717935,Simple pass,38,22,34.0,35.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795
591,2,Opponent2,Opponent2_D3,Opponent2_D2,1H,226.442154,Simple pass,34,35,40.0,19.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
592,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,227.69996300000003,Simple pass,40,19,59.0,35.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
593,2,Opponent2,Opponent2_F1,Opponent2_D2,1H,229.445266,Simple pass,59,35,50.0,21.0,F,F1,7,D2,1,"(7, 1)",25,D,"('F', 'D')",336
594,2,Opponent2,Opponent2_D2,Opponent2_M4,1H,230.493411,Simple pass,50,21,64.0,19.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526
596,2,Opponent2,Opponent2_M2,Opponent2_F1,1H,253.81469600000003,Simple pass,63,94,61.0,81.0,M,M2,16,F1,7,"(16, 7)",46,F,"('M', 'F')",809
597,2,Opponent2,Opponent2_F1,Opponent2_D1,1H,254.721827,Simple pass,61,81,58.0,83.0,F,F1,7,D1,0,"(7, 0)",31,D,"('F', 'D')",336
598,2,Opponent2,Opponent2_D1,Opponent2_D4,1H,256.440901,Simple pass,58,83,32.0,76.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
599,2,Opponent2,Opponent2_D4,Opponent2_D2,1H,258.063485,Simple pass,32,76,39.0,26.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
600,2,Opponent2,Opponent2_D2,Opponent2_F2,1H,264.847271,Simple pass,62,18,73.0,25.0,D,D2,1,F2,8,"(1, 8)",46,F,"('D', 'F')",607
601,2,Opponent2,Opponent2_F2,Opponent2_M3,1H,270.547544,Simple pass,86,16,86.0,26.0,F,F2,8,M3,17,"(8, 17)",34,M,"('F', 'M')",680
602,2,Opponent2,Opponent2_M4,Opponent2_M1,1H,376.110583,Simple pass,15,5,18.0,23.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
603,2,Opponent2,Opponent2_M1,Opponent2_F2,1H,379.868556,Simple pass,18,23,52.0,45.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809
604,2,Opponent2,Opponent2_F1,Opponent2_M4,1H,461.00264400000003,Simple pass,38,15,36.0,20.0,F,F1,7,M4,18,"(7, 18)",56,M,"('F', 'M')",680
605,2,Opponent2,Opponent2_M4,Opponent2_D3,1H,463.067929,Simple pass,36,20,25.0,47.0,M,M4,18,D3,2,"(18, 2)",40,D,"('M', 'D')",2499
606,2,Opponent2,Opponent2_D3,Opponent2_D4,1H,465.724528,Simple pass,25,47,31.0,60.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795
607,2,Opponent2,Opponent2_D4,Opponent2_D2,1H,470.017759,Simple pass,31,60,42.0,20.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
608,2,Opponent2,Opponent2_D2,Opponent2_M3,1H,474.796274,Simple pass,62,19,75.0,4.0,D,D2,1,M3,17,"(1, 17)",129,M,"('D', 'M')",2526
609,2,Opponent2,Opponent2_M3,Opponent2_M4,1H,476.787422,Simple pass,75,4,77.0,13.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
611,2,Opponent2,Opponent2_D1,Opponent2_F2,1H,538.88638,Head pass,40,75,65.0,64.0,D,D1,0,F2,8,"(0, 8)",39,F,"('D', 'F')",607
616,2,Opponent2,Opponent2_D3,Opponent2_D4,1H,583.038508,Simple pass,24,57,26.0,81.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795
617,2,Opponent2,Opponent2_D4,Opponent2_D3,1H,586.1834709999999,Simple pass,26,81,25.0,62.0,D,D4,3,D3,2,"(3, 2)",79,D,"('D', 'D')",1795
618,2,Opponent2,Opponent2_D3,Opponent2_D2,1H,589.068375,Simple pass,25,62,36.0,23.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
619,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,592.7487169999999,Simple pass,36,23,61.0,24.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
622,2,Opponent2,Opponent2_M4,Opponent2_M3,1H,620.607021,Simple pass,54,16,41.0,7.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
623,2,Opponent2,Opponent2_M3,Opponent2_D2,1H,623.180096,Simple pass,41,7,29.0,20.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499
624,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,628.341401,Simple pass,29,20,60.0,21.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
625,2,Opponent2,Opponent2_F1,Opponent2_M4,1H,632.839931,Simple pass,60,21,74.0,7.0,F,F1,7,M4,18,"(7, 18)",56,M,"('F', 'M')",680
626,2,Opponent2,Opponent2_M4,Opponent2_F1,1H,635.510446,Simple pass,74,7,81.0,7.0,M,M4,18,F1,7,"(18, 7)",52,F,"('M', 'F')",809
641,2,Opponent2,Opponent2_M3,Opponent2_M2,1H,868.694936,Simple pass,38,22,64.0,53.0,M,M3,17,M2,16,"(17, 16)",138,M,"('M', 'M')",2615
642,2,Opponent2,Opponent2_M1,Opponent2_M3,1H,889.02363,Simple pass,67,19,72.0,12.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
643,2,Opponent2,Opponent2_M3,Opponent2_M4,1H,893.1364380000001,Simple pass,72,12,70.0,4.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
644,2,Opponent2,Opponent2_M4,Opponent2_D2,1H,894.295435,Simple pass,70,4,63.0,20.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499
645,2,Opponent2,Opponent2_D2,Opponent2_D3,1H,899.5046689999999,Simple pass,63,20,31.0,32.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795
646,2,Opponent2,Opponent2_D3,Opponent2_D2,1H,902.697657,Simple pass,31,32,43.0,22.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
647,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,904.609876,Simple pass,43,22,64.0,24.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
648,2,Opponent2,Opponent2_F1,Opponent2_D2,1H,905.271148,Simple pass,64,24,57.0,8.0,F,F1,7,D2,1,"(7, 1)",25,D,"('F', 'D')",336
649,2,Opponent2,Opponent2_D2,Opponent2_M3,1H,909.076458,Simple pass,57,8,70.0,4.0,D,D2,1,M3,17,"(1, 17)",129,M,"('D', 'M')",2526
650,2,Opponent2,Opponent2_M3,Opponent2_M1,1H,910.997372,Simple pass,70,4,65.0,20.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615
651,2,Opponent2,Opponent2_M1,Opponent2_M4,1H,914.5948210000001,Simple pass,65,20,76.0,56.0,M,M1,15,M4,18,"(15, 18)",128,M,"('M', 'M')",2615
654,2,Opponent2,Opponent2_D2,Opponent2_F2,1H,955.0968640000001,Simple pass,34,21,58.0,28.0,D,D2,1,F2,8,"(1, 8)",46,F,"('D', 'F')",607
658,2,Opponent2,Opponent2_M2,Opponent2_F1,1H,1048.116423,Head pass,36,23,61.0,14.0,M,M2,16,F1,7,"(16, 7)",46,F,"('M', 'F')",809
659,2,Opponent2,Opponent2_M2,Opponent2_M4,1H,1052.5586369999999,Simple pass,59,20,67.0,19.0,M,M2,16,M4,18,"(16, 18)",78,M,"('M', 'M')",2615
664,2,Opponent2,Opponent2_G1,Opponent2_M3,1H,1117.572473,Hand pass,8,70,39.0,72.0,G,G1,13,M3,17,"(13, 17)",17,M,"('G', 'M')",87
666,2,Opponent2,Opponent2_M1,Opponent2_M4,1H,1131.077926,Head pass,32,25,33.0,8.0,M,M1,15,M4,18,"(15, 18)",128,M,"('M', 'M')",2615
667,2,Opponent2,Opponent2_M4,Opponent2_D2,1H,1133.440017,Simple pass,33,8,26.0,11.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499
668,2,Opponent2,Opponent2_D2,Opponent2_M1,1H,1136.704235,Simple pass,26,11,28.0,24.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
669,2,Opponent2,Opponent2_M1,Opponent2_D4,1H,1138.681709,Simple pass,28,24,39.0,76.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
670,2,Opponent2,Opponent2_D4,Opponent2_F2,1H,1147.088599,Simple pass,72,68,70.0,57.0,D,D4,3,F2,8,"(3, 8)",29,F,"('D', 'F')",607
671,2,Opponent2,Opponent2_F2,Opponent2_D4,1H,1149.0335300000002,Simple pass,70,57,63.0,64.0,F,F2,8,D4,3,"(8, 3)",20,D,"('F', 'D')",336
672,2,Opponent2,Opponent2_D4,Opponent2_D2,1H,1153.7702199999999,Simple pass,63,64,61.0,24.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
673,2,Opponent2,Opponent2_D2,Opponent2_M1,1H,1158.2133410000001,Simple pass,61,24,64.0,53.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
674,2,Opponent2,Opponent2_M1,Opponent2_F2,1H,1160.109718,Simple pass,64,53,73.0,73.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809
675,2,Opponent2,Opponent2_F2,Opponent2_D1,1H,1164.401164,Simple pass,73,73,69.0,76.0,F,F2,8,D1,0,"(8, 0)",16,D,"('F', 'D')",336
676,2,Opponent2,Opponent2_D1,Opponent2_M4,1H,1165.764676,Simple pass,69,76,79.0,76.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
677,2,Opponent2,Opponent2_D2,Opponent2_D4,1H,1195.893298,Simple pass,52,36,34.0,55.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
678,2,Opponent2,Opponent2_D4,Opponent2_M1,1H,1198.353817,Simple pass,34,55,58.0,20.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
679,2,Opponent2,Opponent2_M1,Opponent2_M3,1H,1203.230117,Smart pass,58,20,86.0,25.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
681,2,Opponent2,Opponent2_D2,Opponent2_D3,1H,1212.7671070000001,Head pass,33,24,20.0,35.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795
682,2,Opponent2,Opponent2_D3,Opponent2_D2,1H,1217.364734,Simple pass,20,35,34.0,26.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795
683,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,1224.47084,Simple pass,34,26,59.0,23.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
684,2,Opponent2,Opponent2_F1,Opponent2_M1,1H,1228.3920859999998,Simple pass,59,23,55.0,49.0,F,F1,7,M1,15,"(7, 15)",68,M,"('F', 'M')",680
685,2,Opponent2,Opponent2_M1,Opponent2_F2,1H,1231.222238,Simple pass,55,49,71.0,54.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809
686,2,Opponent2,Opponent2_F2,Opponent2_F1,1H,1233.0070130000001,Simple pass,71,54,66.0,25.0,F,F2,8,F1,7,"(8, 7)",39,F,"('F', 'F')",169
687,2,Opponent2,Opponent2_M2,Opponent2_D2,1H,1235.6499099999999,Simple pass,66,16,57.0,23.0,M,M2,16,D2,1,"(16, 1)",107,D,"('M', 'D')",2499
688,2,Opponent2,Opponent2_D2,Opponent2_F1,1H,1238.808293,Simple pass,57,23,67.0,24.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
689,2,Opponent2,Opponent2_F1,Opponent2_D2,1H,1239.257682,Simple pass,67,24,60.0,23.0,F,F1,7,D2,1,"(7, 1)",25,D,"('F', 'D')",336
690,2,Opponent2,Opponent2_D2,Opponent2_M2,1H,1241.462793,Simple pass,60,23,62.0,25.0,D,D2,1,M2,16,"(1, 16)",102,M,"('D', 'M')",2526
691,2,Opponent2,Opponent2_M2,Opponent2_D2,1H,1246.218486,Simple pass,62,25,63.0,10.0,M,M2,16,D2,1,"(16, 1)",107,D,"('M', 'D')",2499
706,2,Opponent2,Opponent2_D4,Opponent2_D1,1H,1299.4124160000001,Head pass,23,81,31.0,80.0,D,D4,3,D1,0,"(3, 0)",76,D,"('D', 'D')",1795
707,2,Opponent2,Opponent2_D1,Opponent2_F1,1H,1302.828798,Simple pass,31,80,57.0,70.0,D,D1,0,F1,7,"(0, 7)",37,F,"('D', 'F')",607
708,2,Opponent2,Opponent2_F1,Opponent2_M4,1H,1305.943786,Simple pass,62,75,67.0,91.0,F,F1,7,M4,18,"(7, 18)",56,M,"('F', 'M')",680
709,2,Opponent2,Opponent2_M4,Opponent2_M2,1H,1307.69558,Simple pass,67,91,9.0,5.0,M,M4,18,M2,16,"(18, 16)",59,M,"('M', 'M')",2615
710,2,Opponent2,Opponent2_M2,Opponent2_F2,1H,1382.722814,Simple pass,41,23,64.0,23.0,M,M2,16,F2,8,"(16, 8)",51,F,"('M', 'F')",809
714,2,Opponent2,Opponent2_D2,Opponent2_G1,1H,1453.412931,Simple pass,23,15,12.0,50.0,D,D2,1,G1,13,"(1, 13)",76,G,"('D', 'G')",383
715,2,Opponent2,Opponent2_G1,Opponent2_D4,1H,1457.20683,Simple pass,12,50,26.0,85.0,G,G1,13,D4,3,"(13, 3)",45,D,"('G', 'D')",331
716,2,Opponent2,Opponent2_D4,Opponent2_M4,1H,1460.316739,High pass,26,85,73.0,91.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
719,2,Opponent2,Opponent2_D2,Opponent2_M1,1H,1490.527668,Simple pass,42,39,56.0,46.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
720,2,Opponent2,Opponent2_M1,Opponent2_F2,1H,1495.911962,Simple pass,56,46,72.0,23.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809
721,2,Opponent2,Opponent2_F2,Opponent2_M2,1H,1500.8747039999998,Simple pass,72,23,67.0,15.0,F,F2,8,M2,16,"(8, 16)",47,M,"('F', 'M')",680
722,2,Opponent2,Opponent2_M2,Opponent2_M3,1H,1502.461678,Simple pass,67,15,76.0,9.0,M,M2,16,M3,17,"(16, 17)",127,M,"('M', 'M')",2615
723,2,Opponent2,Opponent2_M3,Opponent2_M2,1H,1504.290477,Simple pass,76,9,71.0,7.0,M,M3,17,M2,16,"(17, 16)",138,M,"('M', 'M')",2615
724,2,Opponent2,Opponent2_M2,Opponent2_D2,1H,1505.738715,Simple pass,71,7,61.0,10.0,M,M2,16,D2,1,"(16, 1)",107,D,"('M', 'D')",2499
725,2,Opponent2,Opponent2_D2,Opponent2_M1,1H,1507.179844,Simple pass,61,10,56.0,23.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
